web-scraper-order,web-scraper-start-url,champion,champion-href,Counters,Countered
"1515286025-29","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Zoe","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Zoe/","","Leona"
"1515286957-2148","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Darius","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Darius/","Camille",""
"1515287042-2364","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ashe","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ashe/","Jinx",""
"1515286974-2203","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Cassiopeia","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Cassiopeia/","Jayce",""
"1515286434-926","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Rek'Sai","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/RekSai/","Khazix",""
"1515286377-835","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ryze","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ryze/","Syndra",""
"1515286743-1705","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Jayce","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Jayce/","","Malphite"
"1515287021-2314","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Bard","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Bard/","","Fiddlesticks"
"1515286115-292","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Vi","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Vi/","Kayn",""
"1515287001-2269","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Brand","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Brand/","Azir",""
"1515286534-1163","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Nasus","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Nasus/","","Illaoi"
"1515286275-586","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Taliyah","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Taliyah/","","AurelionSol"
"1515286495-1058","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Orianna","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Orianna/","","Xerath"
"1515286935-2088","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ekko","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ekko/","","Morgana"
"1515286665-1483","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kindred","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Kindred/","Rengar",""
"1515286364-802","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Shaco","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Shaco/","","Yasuo"
"1515286314-669","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Sona","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Sona/","Veigar",""
"1515286386-850","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Rumble","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Rumble/","Vayne",""
"1515286993-2252","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Braum","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Braum/","Xerath",""
"1515286377-844","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ryze","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ryze/","","Heimerdinger"
"1515286134-352","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Vayne","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Vayne/","","KogMaw"
"1515286195-439","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Twisted Fate","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/TwistedFate/","Akali",""
"1515286957-2159","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Darius","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Darius/","","Teemo"
"1515286570-1247","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Master Yi","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/MasterYi/","Zac",""
"1515286665-1484","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kindred","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Kindred/","Vi",""
"1515286980-2232","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Camille","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Camille/","","Kayle"
"1515286940-2095","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Draven","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Draven/","Tristana",""
"1515286081-213","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Wukong","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/MonkeyKing/","","Renekton"
"1515286891-1927","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Gangplank","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Gangplank/","Poppy",""
"1515286322-697","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Skarner","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Skarner/","","Kindred"
"1515286067-153","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Xin Zhao","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/XinZhao/","LeeSin",""
"1515286140-375","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Varus","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Varus/","","Tristana"
"1515287055-2402","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Anivia","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Anivia/","Karthus",""
"1515286622-1379","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Lissandra","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Lissandra/","","Morgana"
"1515286349-774","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Shyvana","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Shyvana/","","Riven"
"1515286055-119","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Yorick","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Yorick/","","Aatrox"
"1515286509-1094","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Nunu","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Nunu/","","Janna"
"1515286631-1398","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Leona","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Leona/","","Sion"
"1515286689-1544","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kayn","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Kayn/","","Kindred"
"1515286067-149","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Xin Zhao","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/XinZhao/","Gragas",""
"1515286993-2261","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Braum","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Braum/","","Taric"
"1515286038-61","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ziggs","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ziggs/","Syndra",""
"1515286120-312","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Vel'Koz","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Velkoz/","Akali",""
"1515286253-556","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Taric","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Taric/","","Lulu"
"1515286096-247","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Volibear","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Volibear/","","Teemo"
"1515286891-1937","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Gangplank","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Gangplank/","","Kayle"
"1515286637-1415","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Lee Sin","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/LeeSin/","","Shyvana"
"1515286297-641","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Swain","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Swain/","","Akali"
"1515286993-2259","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Braum","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Braum/","TahmKench",""
"1515286857-1849","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Hecarim","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Hecarim/","","Shyvana"
"1515286096-245","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Volibear","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Volibear/","","Amumu"
"1515286206-463","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Tryndamere","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Tryndamere/","","Nasus"
"1515286857-1846","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Hecarim","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Hecarim/","","Maokai"
"1515286322-692","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Skarner","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Skarner/","Zac",""
"1515286050-104","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Zac","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Zac/","","Evelynn"
"1515286576-1261","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Maokai","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Maokai/","Rengar",""
"1515286514-1102","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Nocturne","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Nocturne/","Vi",""
"1515286588-1306","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Malphite","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Malphite/","","Katarina"
"1515286050-103","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Zac","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Zac/","","Udyr"
"1515286394-865","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Riven","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Riven/","MasterYi",""
"1515287036-2353","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Aurelion Sol","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/AurelionSol/","","Talon"
"1515286709-1595","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kassadin","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Kassadin/","","Pantheon"
"1515286832-1787","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Irelia","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Irelia/","Swain",""
"1515286832-1788","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Irelia","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Irelia/","Rumble",""
"1515286832-1799","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Irelia","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Irelia/","","Shen"
"1515286328-719","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Sivir","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Sivir/","","Ezreal"
"1515286702-1577","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Katarina","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Katarina/","","Malzahar"
"1515286702-1578","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Katarina","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Katarina/","","Annie"
"1515286761-1731","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Jarvan IV","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/JarvanIV/","Hecarim",""
"1515286588-1309","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Malphite","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Malphite/","","Leona"
"1515286879-1898","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Gnar","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Gnar/","Rumble",""
"1515286733-1659","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Jinx","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Jinx/","Kalista",""
"1515286528-1151","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Nautilus","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Nautilus/","","Braum"
"1515286885-1914","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Garen","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Garen/","Jax",""
"1515286957-2145","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Darius","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Darius/","DrMundo",""
"1515286073-165","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Xerath","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Xerath/","Azir",""
"1515286897-1946","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Galio","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Galio/","Leblanc",""
"1515286109-278","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Viktor","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Viktor/","Azir",""
"1515286968-2194","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Cho'Gath","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Chogath/","","Fizz"
"1515286564-1238","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Miss Fortune","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/MissFortune/","","Tristana"
"1515287099-2486","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Aatrox","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Aatrox/","Singed",""
"1515286576-1278","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Maokai","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Maokai/","","Heimerdinger"
"1515286873-1878","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Gragas","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Gragas/","Nidalee",""
"1515286305-653","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Soraka","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Soraka/","Veigar",""
"1515286289-629","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Syndra","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Syndra/","","Fizz"
"1515286553-1214","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Mordekaiser","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Mordekaiser/","Kled",""
"1515286120-316","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Vel'Koz","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Velkoz/","","Blitzcrank"
"1515286050-108","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Zac","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Zac/","","XinZhao"
"1515286280-602","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Tahm Kench","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/TahmKench/","Irelia",""
"1515286521-1119","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Nidalee","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Nidalee/","Kayn",""
"1515286262-565","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Talon","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Talon/","Pantheon",""
"1515286576-1277","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Maokai","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Maokai/","","Yorick"
"1515286738-1689","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Jhin","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Jhin/","","Xayah"
"1515286416-914","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Renekton","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Renekton/","","Gnar"
"1515286488-1033","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ornn","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ornn/","Rumble",""
"1515287091-2477","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ahri","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ahri/","","Katarina"
"1515286170-402","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Udyr","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Udyr/","Elise",""
"1515286980-2219","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Camille","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Camille/","Gnar",""
"1515286127-327","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Veigar","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Veigar/","Azir",""
"1515286534-1156","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Nasus","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Nasus/","Swain",""
"1515286240-515","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Thresh","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Thresh/","","Alistar"
"1515286689-1531","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kayn","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Kayn/","Gragas",""
"1515286752-1723","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Jax","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Jax/","","Pantheon"
"1515286305-654","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Soraka","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Soraka/","Lux",""
"1515286848-1834","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Heimerdinger","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Heimerdinger/","","Kled"
"1515286903-1968","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Fizz","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Fizz/","Taliyah",""
"1515287080-2454","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Akali","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Akali/","Jax",""
"1515286832-1796","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Irelia","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Irelia/","","Nasus"
"1515286184-420","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Twitch","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Twitch/","Jinx",""
"1515286140-377","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Varus","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Varus/","","Kalista"
"1515286297-645","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Swain","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Swain/","","Lux"
"1515286950-2130","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Diana","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Diana/","Syndra",""
"1515286091-231","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Warwick","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Warwick/","","Shaco"
"1515286674-1499","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kha'Zix","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Khazix/","MasterYi",""
"1515286218-479","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Trundle","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Trundle/","","Teemo"
"1515286349-769","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Shyvana","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Shyvana/","","Udyr"
"1515286738-1691","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Jhin","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Jhin/","","Draven"
"1515286482-1023","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Pantheon","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Pantheon/","","Singed"
"1515286077-186","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Xayah","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Xayah/","Draven",""
"1515286096-246","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Volibear","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Volibear/","","Warwick"
"1515286993-2260","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Braum","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Braum/","","Janna"
"1515286482-1025","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Pantheon","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Pantheon/","","Poppy"
"1515286025-26","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Zoe","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Zoe/","Jayce",""
"1515286275-590","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Taliyah","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Taliyah/","","Ekko"
"1515286615-1356","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Lucian","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Lucian/","Kalista",""
"1515287021-2308","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Bard","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Bard/","TahmKench",""
"1515286081-203","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Wukong","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/MonkeyKing/","Camille",""
"1515286963-2176","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Corki","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Corki/","","Jinx"
"1515286727-1655","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kalista","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Kalista/","","Draven"
"1515286364-809","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Shaco","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Shaco/","","Twitch"
"1515286067-156","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Xin Zhao","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/XinZhao/","","Udyr"
"1515286305-656","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Soraka","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Soraka/","Sion",""
"1515286609-1347","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Lulu","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Lulu/","","Nami"
"1515286857-1843","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Hecarim","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Hecarim/","Graves",""
"1515286702-1571","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Katarina","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Katarina/","Taliyah",""
"1515286782-1769","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ivern","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ivern/","Graves",""
"1515286637-1420","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Lee Sin","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/LeeSin/","","Evelynn"
"1515286665-1489","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kindred","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Kindred/","","Jax"
"1515286038-59","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ziggs","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ziggs/","Azir",""
"1515286031-44","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Zilean","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Zilean/","Zed",""
"1515286096-248","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Volibear","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Volibear/","","Evelynn"
"1515286716-1606","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Karthus","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Karthus/","Gangplank",""
"1515286073-171","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Xerath","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Xerath/","Orianna",""
"1515286702-1568","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Katarina","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Katarina/","Ryze",""
"1515286444-945","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Rammus","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Rammus/","Khazix",""
"1515286115-297","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Vi","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Vi/","LeeSin",""
"1515287048-2384","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Annie","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Annie/","Zoe",""
"1515287073-2438","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Alistar","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Alistar/","Nautilus",""
"1515286657-1472","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kled","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Kled/","","Teemo"
"1515287001-2275","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Brand","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Brand/","TahmKench",""
"1515286038-56","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ziggs","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ziggs/","Gangplank",""
"1515286879-1896","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Gnar","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Gnar/","Vladimir",""
"1515286689-1537","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kayn","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Kayn/","Sejuani",""
"1515286840-1806","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Illaoi","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Illaoi/","Chogath",""
"1515286262-566","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Talon","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Talon/","Viktor",""
"1515286240-505","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Thresh","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Thresh/","Veigar",""
"1515287001-2279","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Brand","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Brand/","","Zyra"
"1515286689-1548","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kayn","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Kayn/","","Nidalee"
"1515286025-20","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Zoe","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Zoe/","Ezreal",""
"1515286534-1161","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Nasus","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Nasus/","Rumble",""
"1515286528-1138","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Nautilus","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Nautilus/","Velkoz",""
"1515286935-2078","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ekko","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ekko/","Malphite",""
